"Food Code","Food Name","Scientific Name","Local Name","Food Group","No. of Regions","Tags","Energy [kJ]","Moisture [g]","Ash [mg]","Vitamins [mg]","Total Fat [g]","Cholesterol [mg]","Dietary Fiber [g]","Carbohydrate [g]","Protein [g]","Essential Amino acids [g]","Carotenoids [mg]","Polyphenols [mg]","Phytosterols [mg]","Tocopherols [ug]","Tocotrienols [ug]","Organic acids [mg]","Phytate [mg]","Saponins [g]","Essential Quantity Minerals [mg]","Essential Trace Minerals [mg]","Possibly essential Trace Minerals [ug]","Non-essential Trace Minerals [ug]","Toxic Minerals [ug]","Vitamin A [ug]","Vitamin B [mg]","Ascorbic acids (C) [mg]","Vitamin D [ug]","α-Tocopherol equivalent (E) [ug]","Vitamin K [ug]","Saturated Fatty acids [g]","Unsaturated Fatty acids [g]","Essential Fatty acids [g]","Cis Fatty acids [g]","Trans Fatty acids [g]","Monounsaturated Fatty acids [g]","Polyunsaturated Fatty acids [g]","Cis ω-3 Fatty acids [mg]","Cis ω-6 Fatty acids [g]","Cis ω-9 Fatty acids [g]","Cis ω-5 Fatty acids [mg]","Cis ω-7 Fatty acids [mg]","Insoluble Dietary Fiber [g]","Soluble Dietary Fiber [g]","Available CHO [g]","Starch [g]","Oligosaccharides [mg]","Free Sugars [g]","Essential Amino acids [g]","Conditionally essential Amino acids [g]","Non-essential Amino acids [g]","Retinol [ug]","Thiamine (B1) [ug]","Riboflavin (B2) [ug]","Niacin (B3) [mg]","Pantothenic acid (B5) [ug]","Total B6 [mg]","Biotin (B7) [ug]","Folates (B9) [ug]","Ergocalciferol (D2) [ug]","Cholecalciferol (D3) [ng]","25-OH-D3 [ng]","α-Tocopherol [ug]","β-Tocopherol [ug]","γ-Tocopherol [ug]","δ-Tocopherol [ug]","α-Tocotrienol [ug]","β-Tocotrienol [ug]","γ-Tocotrienol [ug]","δ-Tocotrienol [ug]","Phylloquinones (K1) [ug]","Menaquinones (K2) [ug]","Lutein [ug]","Zeaxanthin [ug]","Lycopene [ug]","β-Cryptoxanthin [ug]","γ-Carotene [ug]","α-Carotene [ug]","β-Carotene [ug]","Aluminium (Al) [ug]","Arsenic (As) [ug]","Cadmium (Cd) [ug]","Calcium (Ca) [mg]","Chromium (Cr) [ug]","Cobalt (Co) [ug]","Copper (Cu) [ug]","Iron (Fe) [mg]","Lead (Pb) [ug]","Lithium (Li) [ug]","Magnesium (Mg) [mg]","Manganese (Mn) [ug]","Mercury (Hg) [ng]","Molybdenum (Mo) [ug]","Nickel (Ni) [ug]","Phosphorus (P) [mg]","Potassium (K) [mg]","Selenium (Se) [ug]","Sodium (Na) [mg]","Zinc (Zn) [ug]","Fructose [g]","Glucose [mg]","Sucrose [g]","Maltose [mg]","Lactose [g]","Butyric acid (C4:0) [mg]","Caproic acid (C6:0) [mg]","Caprylic acid (C8:0) [g]","Capric acid (C10:0) [mg]","Lauric acid (C12:0) [mg]","Myristic acid (C14:0) [mg]","Palmitic acid (C16:0) [mg]","Stearic acid (C18:0) [mg]","Arachidic acid (C20:0) [mg]","Behenic acid (C22:0) [mg]","Lignoceric acid (C24:0) [mg]","Myristoleic acid (C14:1) [mg]","Palmitoleic acid (C16:1) [mg]","Oleic acid (C18:1n9) [g]","Elaidic acid (C18:1n9t) [g]","Eicosenoic acid (C20:1n9) [mg]","Erucic acid (C22:1n9) [g]","Nervonic acid (C24:1n9) [mg]","Linoleic acid (C18:2n6) [g]","Eicosadienoic acid (C20:2) [mg]","α-Linolenic acid (C18:3n3) [mg]","Arachidonic acid (C20:4n6) [mg]","Undecanoic acid (C11:0) [ug]","Pentadecanoic acid (C15:0) [mg]","Eicosatrienoic acid (C20:3n6) [mg]","Eicosapentaenoic acid (C20:5n3) [mg]","Docosahexaenoic acid (C22:6n3) [mg]","Docosadienoic acid (C22:2) [mg]","Docosapentaenoic acid (C22:5n3) [mg]","Histidine [mg]","Isoleucine [mg]","Leucine [mg]","Lysine [mg]","Methionine [mg]","Cysteine [mg]","Phenylalanine [mg]","Threonine [mg]","Tryptophan [mg]","Valine [mg]","Alanine [mg]","Arginine [mg]","Aspartic acid [mg]","Glucose [mg]","Glycine [mg]","Proline [mg]","Serine [mg]","Tyrosine [mg]","Oxalates [mg]","Soluble Oxalate [mg]","Insoluble Oxalate [mg]","Cis-Aconitic acid [mg]","Citric acid [mg]","Fumaric acid [mg]","Malic acid [mg]","Quinic acid [mg]","Succinic acid [mg]","Tartaric acid [mg]","3,4-Dihydroxy Benzoic acid [ug]","3-Hydroxy Benzaldehyde [ug]","Protocatechuic acid [ug]","Vanillic acid [ug]","Gallic acid [mg]","Cinnamic acid [ug]","o-Coumaric acid [ug]","p-Coumaric acid [ug]","Caffeic acid [ug]","Chlorogenic acid [mg]","Ferulic acid [ug]","Apigenin [mg]","Apigenin-6-C-gluoside [ug]","Apigenin-7-O-neohesperidoside [mg]","Luteolin [ug]","Kaempferol [mg]","Quercetin [mg]","Quercetin-3-β-D-glucoside [mg]","Quercetin-3-O-rutinoside [mg]","Quercetin-3-β-galactoside [mg]","Isorhamnetin [mg]","Myricetin [mg]","Resvertrol [ug]","Hesperetin [mg]","Naringenin [mg]","Hesperdin [mg]","Daidzein [mg]","Genistein [mg]","(-)-Epicatechin [mg]","(-)-Epigallo catechin [ug]","(-)-Epigallo catechin 3-gallate [ug]","(+)-Catechin [mg]","(-)-Gallocatechin gallate [ug]","(-)-Gallocatechin [ug]","Syringic acid [mg]","Sinapinic acid [mg]","Ellagic acid [mg]","Raffinose [mg]","Stachyose [mg]","Verbascose [mg]","Ajugose [mg]","Campesterol [mg]","Stigmasterol [mg]","β-Sitosterol [mg]","Carotenes [ug]","Xanthophylls [ug]","β-Carotene equivalents [ug]"
H012,Ground nut,Arachis hypogea,"A. Badam; B. China badam; E. Peanut, Groundnut, Goober; G. Singdana; H. Moog phali; Kan. Kadale kayi; Kash. Moong phalli; Kh. Badam; Mal. Nilakkadalai; M. Leibak Hawai; Mar. Bhui mug; O. China badam; P. Moog phali; Tam. Verkadalai; Tel. Verusenaga; U. Moog phali.",Nuts and Oil Seeds,6,vegetarian eggetarian fishetarian veg,2176,6.97,2.11,0.01368483,39.63,0,10.38,17.27,23.65,22.79387,0.0000828,0.127,0.15069,0.00426,0.00004,0.30576,0.582,3.58,1.33321,0.00946141,0.000002,0.003165,0.00000137,0.00002275,0.01337248,0,0.0000071,0.00028,0.0000025,8.144,29.921,11.584,29.921,0,18.337,11.584,0,11.584,18.095,0,0.242,8.58,1.79,14.61,10.19,0.09,4.42,7.253455,5.99291,9.547505,0,0.00057,0.00012,0.01135,0.00101,0.00023,0.00000161,0.00009087,0.0000071,0,0,0.00426,0,0,0,0.00004,0,0,0,0.0000025,0,0.00000442,0.00000807,0,0,0,0,0.00002275,0.00316,0,0.000002,0.054,0.000007,0.000009,0.00092,0.00344,0.000003,0.000002,0.197,0.00162,0.00000137,0.000108,0.000174,0.391,0.679,0.00000341,0.01221,0.00318,0.6,0.25,3.57,0,0,0,0,0,0,0,0,4.52,1.303,0.598,1.247,0.478,0,0.242,17.719,0,0.376,0,0,11.584,0,0,0,0,0,0,0,0,0,0,0.52976,1.104455,1.5136,0.801735,0.286165,0.314545,1.2771,0.60071,0.21285,0.92708,1.000395,2.566025,2.76232,4.590465,1.31494,0.88451,1.194325,0.91289,0.06098,0.03967,0.02131,0,0.06134,0.00105,0.00621,0.01248,0.0097,0.154,0,0,0,0,0.0026,0,0,0.00059,0.00086,0.00289,0,0.00264,0,0,0,0.00005,0,0,0,0,0.00135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.06,0,0,0.01723,0.00946,0.124,0.00002275,0.00001249,0.00002275
H013,Mustard seeds,Brassica juncea,A. Soriyah; B. Sorse; G. Rai; H. Rai; Kan. Sasuve; Kash. Assur; Kh. Symbai syrso; Mal. Kadugu; M. Hangham Maru; Mar. Mohori; N. Rayo; O. Sorisa; P. Rai; S. Sarssapa; Tam. Kadugu; Tel. Avalu; U. Rai.,Nuts and Oil Seeds,6,vegetarian eggetarian fishetarian veg,2132,5.67,3.73,0.00602304,40.19,0,14.1,16.8,19.51,18.228193,0.000675,0.04881,0.16773,0.00144,0.00004,0.25991,0.132,0,2.08097,0.02266731,0.000016,0.007792,0,0.00003672,0.00549633,0,0.00003179,0.00045,0.0000082,2.112,29.942,8.273,29.54974,0,21.032,8.91,3.341,5.177,20.962,0,0.06974,10.63,3.47,14.12,9.05,0.91,5.07,6.869471,4.401456,6.957266,0,0.00055,0.00033,0.0038,0.00048,0.00024,0.00000145,0.00009488,0.00003179,0,0,0.00144,0,0,0,0.00004,0,0,0,0.0000082,0,0.000192,0.00000654,0,0,0,0,0.00003672,0.00778,0.00000584,0.000004,0.402,0.000027,0.000019,0.00069,0.01349,0.000008,0.000016,0.266,0.00423,0,0.000028,0.000076,0.715,0.694,0.00007147,0.00397,0.00403,1.13,1.4,2.55,0,0,0,0,0,0,0,0,0.856,0.3893,0.289,0.348,0.23,0,0.06974,4.012,0,1.838,14.468,0.644,4.932,0.245,3.341,0,0,0,0,0,0,0,0,0.538476,0.74138,1.357896,1.035981,0.323866,0.318013,0.872097,0.784302,0.239973,0.9755,0.901362,1.309121,1.393014,3.84347,0.991108,1.192061,0.81942,0.591153,0.00692,0.00528,0.00164,0,0.06749,0.00039,0.01604,0.01412,0.00595,0.149,0,0,0,0,0,0,0,0.00124,0.00005,0.00177,0,0,0,0.00104,0,0,0,0.00451,0,0,0,0.00808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0.56,0,0,0.0431,0.00763,0.117,0.00003672,0.00019854,0.00003672
H014,Linseeds,Linum usitatissimum,"B. Tishi; E. Flax seeds, Common flax; G. Adsi; H. Alsi; Kan. Agasi; Kash. Ailsh; Mal. Cheruchana vithu; Mar. Jawas; O. Pesi; P. Alsi; S. Atasii; Tam. Ali vidai; Tel. Avise ginzalu; U. Alsi.",Nuts and Oil Seeds,6,vegetarian eggetarian fishetarian veg,1857,5.48,3.15,0.01054852,35.67,0,26.17,10.99,18.55,18.859785,0.000092,0.0316,0.15073,0.0093,0.00112,0.03597,1.859,2.21,1.73893,0.01406212,0,0.000013,0,0.00000105,0.00224775,0,5.5e-7,0.00828,0.00001917,2.968,21.259,16.147,21.25821,0,5.112,16.147,12.956,3.191,5.0856,0,0.02561,21.83,4.33,8.15,7.55,3.52,0.6,6.79301,4.88607,7.180705,0,0.00028,0.00005,0.00109,0.00037,0.00035,0.00002125,0.0000865,5.5e-7,0,0,0.00779,0,0.00151,0,0.00112,0,0,0,0.00001917,0,0.00000567,0.00000722,0,0,0,0,0.00000105,0,0.00000825,0.000009,0.257,0.000001,0.000033,0.00134,0.00544,0.000004,0,0.349,0.00214,0,0.000022,0.000171,0.445,0.655,0.00004687,0.03293,0.00486,0.2,0.4,0,0,0,0,0,0,0,0,0,1.503,1.323,0.05974,0.05121,0.03193,0,0.02561,5.049,0,0.0366,0,0,3.191,0,12.956,0,0,0,0,0,0,0,0,0.48601,0.829185,1.263255,0.858865,0.324625,0.298655,1.03509,0.71974,0.291235,0.985005,0.907095,2.068325,2.016385,3.28335,1.059205,0.814345,0.973875,0.64554,0.00585,0.00191,0.00395,0,0.00973,0.00706,0.01146,0,0.00187,0,0,0,0,0,0,0,0,0,0.00207,0.00144,0.00144,0,0,0,0,0,0,0,0,0,0,0,0.00182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.52,0,0,0,0.03148,0.00725,0.112,0.00000105,0.00001289,0.00000105
H015,"Niger seeds, black",Guizotia abyssinica,A. Sorguja; B. Ram til; G. Kada tal; H. Kala til; Kan. Gurellu; Kash. Bazar-Bhang; Mal. Karim jeerakam; Mar. Karale; Tam. Kattelu; Tel. Valasulu.,Nuts and Oil Seeds,4,vegetarian eggetarian fishetarian veg,2144,4.65,3.91,0.00446704,38.61,0,10.93,22.98,18.92,17.69966,0.000295,0.539,0.2352,0.01143,0.00108,2.46962,1.974,9.3,2.1057,0.02781966,0.000037,0.011945,0,0.00000215,0.00291237,0,0.00000252,0.00144,0.00011,5.945,30.968,21.9355,30.96866,0,9.033,21.935,0.0645,21.871,8.935,0,0.09816,10.5,0.43,16.76,15.01,0.14,1.75,5.081912,4.334572,8.283176,0,0.00046,0.00023,0.00114,0.00049,0.00045,0.00000237,0.00014,0.00000252,0,0,0.00259,0,0.00779,0.00105,0,0.00108,0,0,0.00011,0,0.0000221,0.00000961,0,0,0,0,0.00000215,0.01194,0.00000335,0.000001,0.572,0.000029,0.000011,0.0012,0.01819,0.000004,0.000037,0.346,0.00308,0,0.00003,0.000257,0.461,0.716,0.00003931,0.0107,0.00498,1.34,0.31,0.1,0,0,0,0,0,0,0,0.1,4.75,0.951,0.09153,0.02339,0.02787,0,0.09816,8.813,0,0.122,0,0,21.871,0,0.0645,0,0,0,0,0,0,0,0,0.355696,0.864644,0.891132,0.683012,0.247852,0.332992,0.594088,0.51084,0.2365,0.698148,1.309264,1.426568,1.86362,4.32322,1.159796,0.843832,0.787072,0.571384,1.913,0.09394,1.819,0.00035,0.102,0,0.04154,0,0.04173,0.371,0.00026,0,0,0,0,0,0,0,0.00074,0.00649,0.00055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0.02476,0.03544,0.175,0.00000215,0.00003171,0.00000215
H016,"Niger seeds, gray",Guizotia abyssinica,A. Sorguja; B. Ram til; G. Tal; H. Kala til; Kan. Gurellu; Kash. Bazar-Bhang; Mal. Karim jeerakam; Mar. Karale; Tam. Kattelu; Tel. Valasulu.,Nuts and Oil Seeds,5,vegetarian eggetarian fishetarian veg,2128,5.66,4.92,0.00526445,39.53,0,10.96,20.59,18.34,17.525704,0.000187,0.359,0.23248,0.00761,0.00112,1.90154,1.709,5.02,2.11008,0.02960066,0.000024,0.013852,0,0.00001122,0.00248553,0,0.0000027,0.00266,0.000105,9.737,28.016,23.565,28.017,0,4.452,23.564,0.265,23.3,4.321,0,0.131,10.54,0.41,16.75,16.34,0.24,0.41,5.368118,4.28239,7.875196,0,0.00038,0.00035,0.00088,0.00046,0.00034,0.0000024,0.00007313,0.0000027,0,0,0.00218,0,0.00418,0.00125,0,0.00112,0,0,0.000105,0,0.000006,0.00000238,0,0.00000273,0,0,0.00000849,0.01384,0.00000302,0.000004,0.375,0.000046,0.000017,0.00137,0.01961,0.000008,0.000024,0.379,0.00444,0,0.000048,0.000293,0.474,0.874,0.00015364,0.00808,0.00362,0.11,0.2,0.1,0,0,0,0,0,0,0,0.136,6.061,2.651,0.25,0.386,0.253,0,0.131,4.013,0,0.308,0,0,23.3,0,0.265,0,0,0,0,0,0,0,0,0.342958,0.860146,0.957348,0.682248,0.242088,0.313614,0.682248,0.572208,0.203574,0.8253,0.89866,1.527722,1.931202,3.911922,1.144416,0.77028,1.133412,0.526358,1.544,0.09022,1.453,0.00074,0.343,0,0.0138,0,0,0,0.00015,0,0,0,0,0,0,0,0.00063,0.0054,0.0003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0.01,0,0,0.02432,0.03416,0.174,0.00000849,0.00001111,0.00001122
H017,Pine seed,Pinus gerardiana,E. Pine nut; G. Chilgoza; H. Chilgoza; Kash. Chilgoza; Kh. Symbai soh kseh; Mar. Jhurane biya; P. Rhi.,Nuts and Oil Seeds,5,vegetarian eggetarian fishetarian veg,2486,5.32,2.78,0.00467724,48.79,0,3.79,26.77,12.55,12.094435,0.000297,0.05985,0.20664,0.00401,0,0.23164,0.883,3.21,1.59031,0.01801456,0,0.000008,0,0.00000198,0.0046201,0,6.1e-7,0.00001,0.00004455,3.801,42.826,24.062,42.82606,0,18.624,24.202,0.188,24.014,18.593,0,0.03106,2.23,1.57,22.6,17.93,0,4.67,3.85285,3.75998,4.481605,0,0.00036,0.00008,0.00352,0.0005,0.00011,0.00001846,0.00003164,6.1e-7,0,0,0.00401,0,0,0,0,0,0,0,0.00004455,0,0.000097,0.00001155,0,0,0,0,0.00000198,0,0.000007,0.000004,0.017,0.000002,0.000001,0.00117,0.0045,0.000004,0,0.268,0.00792,0,0.000033,0.000191,0.618,0.686,0.00001056,0.00131,0.00418,1.55,1,2.12,0,0,0,0,0,0,0,0.01965,2.64,0.791,0.246,0.0748,0.03003,0,0.03106,18.261,0,0.332,0,0,23.874,0.14,0.188,0,0,0,0,0,0,0,0,0.29869,0.502,0.781865,0.475645,0.179465,0.19578,0.46184,0.455565,0.104165,0.593615,0.543415,2.099615,1.125735,2.287865,0.54467,0.576045,0.52459,0.34387,0.159,0.094,0.06499,0,0.01526,0.02306,0,0,0.03432,0,0,0,0,0,0,0,0,0,0.00035,0.00033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00028,0,0,0,0,0,0,0,0,0,0,0,0.0223,0.00234,0.182,0.00000198,0.00010855,0.00000198
H018,Pistachio nuts,Pistacla vera,A. Pista; B. Pesta; G. Pista; H. Pista; Kan. Pista; Kash. Pista; Kh. Pista; Mal. Pista; Mar. Pista; N. Pista; O. Pista; P. Pista; Tam. Pista; Tel. Pista; U. Pista.,Nuts and Oil Seeds,6,vegetarian eggetarian fishetarian veg,2257,4.68,3.02,0.03754717,42.49,0,10.64,15.82,23.35,22.21519,0.000519,0.132,0.3836,0.04554,0.00002,0.254,0.808,3.01,1.88093,0.00880655,0,0.000015,6.5e-7,0.00011,0.00349672,0,0.0000018,0.03392,0.00001865,4.043,30.868,11.947,30.86787,0,18.922,11.946,0.171,11.776,18.63587,0,0.285,8.23,2.41,14.55,6.65,4.34,7.9,8.553105,5.33314,8.328945,0,0.00098,0.00004,0.00086,0.00058,0.00096,0.00001182,0.0000649,0.0000018,0,0,0.03141,0.0041,0.00848,0.00155,0.00002,0,0,0,0.00001865,0,0.000171,0,0,0,0,0,0.00011,0,0.00000309,0.000001,0.135,0.000003,0.000001,0.00089,0.0045,0.000014,0,0.149,0.00087,6.5e-7,0.000022,0.000087,0.537,1.053,0.00001046,0.00693,0.00242,4.11,2.65,1.15,0,0,0,0,0,0,0,0.03996,3.473,0.425,0.04982,0.0381,0.01811,0,0.285,18.478,0,0.144,0,0.01387,11.776,0,0.171,0,0,0,0,0,0,0,0,0.53238,1.21887,1.762925,0.77522,0.338575,0.34091,1.28892,1.0741,0.33157,1.230545,1.207195,1.98942,2.32099,3.822395,1.398665,0.861615,0.978365,0.74253,0.04642,0.02288,0.02354,0,0.00324,0.00122,0.139,0.05379,0.00612,0.00421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00146,0,0.00043,0,0.00003,0,0,0,0.00014,0,0,0,0.00009,0.00059,0.00178,0,0.00299,0.00069,0,0,0,0,0,4.21,0.13,0,0,0.01238,0.00222,0.369,0.00011,0.000171,0.00011
H019,Safflower seeds,Carthamus tinctorius,B. Kusum; G. Kusumbo; H. Kardi; Kan. Kusambe; Kh. Symbai tiew sngi; Mal. Karadi; Mar. Karadi; Tam. Sendurkan vidhai; Tel. Kusuma ginzalu.,Nuts and Oil Seeds,5,vegetarian eggetarian fishetarian veg,1981,5.24,2.57,0.03914256,30.87,0,13.49,30.18,17.66,16.937706,0.000142,0.02209,0.16822,0.04922,0.00006,0.39221,1.083,4.41,1.72905,0.00916652,0,0.000037,3.6e-7,0.00000207,0.00403978,0,0.00000191,0.03509,0.0000088,2.548,22.37,18.7819,22.37176,0,3.589,18.781,0.0219,18.76,3.57278,0,0.01708,10.24,3.25,28.15,25.48,3.53,2.67,5.313894,4.271954,7.351858,0,0.00085,0.00015,0.00112,0.00089,0.00093,0.00001737,0.00008241,0.00000191,0,0,0.03174,0.00588,0.00962,0.00198,0.00006,0,0,0,0.0000088,0,0.0000276,0.00001104,0,0,0,0,0.00000207,0,0.00000119,0.000005,0.211,0.000003,0.000003,0.00056,0.00406,0.000032,0,0.321,0.00056,3.6e-7,0.00002,0.000053,0.644,0.55,0.00000633,0.00305,0.0039,0.8,0.52,1.35,0,0,0,0,0,0,0,0.02806,1.789,0.546,0.09069,0.05862,0.03613,0,0.01708,3.487,0,0.04934,0,0.03644,18.76,0,0.0219,0,0,0,0,0,0,0,0,0.430904,0.651654,1.116112,0.62693,0.130684,0.28256,0.754082,0.58278,0.252538,0.76821,1.008386,1.649444,1.804852,3.556724,1.052536,0.71523,0.981896,0.572184,0.215,0.09257,0.122,0,0.00195,0.00194,0.133,0.02563,0.00902,0.00567,0,0,0,0,0,0,0,0.00025,0.00005,0.00003,0.00014,0,0,0,0.00017,0.00017,0,0,0,0,0.00027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.07,0.1,0.36,0,0.01759,0.00663,0.144,0.00000207,0.00003864,0.00000207
H020,Sunflower seeds,Helianthus annuus,A. Beli phular guti; B. Suraj mukhi; G. Suraj mukhi na bee; H. Surya mukhi; Kan. Sryakanti bijagalu; Kh. Symbai tiew sngi; Mal. Suryakanthi; M. Numitlei Maru; Mar. Surya mukhi; O. Surjya Mukhi Manji; P. Suraj mukhi; Tam. Suryakanthi vidhai; Tel. Podduthirugidi puvvu ginzalu.,Nuts and Oil Seeds,5,vegetarian eggetarian fishetarian veg,2453,3.53,3.44,0.01726312,51.85,0,10.8,6.85,23.53,23.104107,0.000249,0.289,0.20118,0.02822,0,0.1246,0.423,13.93,1.9019,0.018449,0.000006,0.001344,0,0.00000815,0.00431423,0,0.00000154,0.01293,0.0000092,6.159,43.383,25.5806,43.38341,0,17.803,25.58,0.0356,25.545,17.73125,0,0.07156,8.51,2.29,6.79,3.97,0.09,2.81,7.38842,5.52955,10.186137,0,0.00059,0.00013,0.0016,0.00097,0.00094,0.00000244,0.00008179,0.00000154,0,0,0.02139,0.00342,0.00341,0,0,0,0,0,0.0000092,0,0.00002,0.00000248,0,0,0,0,0.00000815,0.00133,0,0.000005,0.176,0.000009,0.000021,0.00278,0.00585,0.000009,0.000006,0.413,0.00235,0,0.000047,0.000322,0.752,0.559,0,0.0019,0.00707,0.74,0.6,1.48,0,0,0,0,0,0,0,0.04749,3.215,2.166,0.175,0.411,0.145,0,0.07156,17.649,0,0.08225,0,0,25.545,0,0.0356,0,0,0,0,0,0,0,0,0.54119,0.990613,1.501214,0.767078,0.197652,0.336479,1.169441,0.778843,0.268242,1.174147,1.338857,2.011815,2.30594,5.244837,1.480037,1.120028,1.296503,0.581191,0.0237,0.00613,0.01757,0,0.03342,0.00146,0.00747,0,0.0006,0.05795,0,0,0,0,0,0,0,0.0005,0.00016,0.00829,0.00381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0.01176,0.01442,0.175,0.00000815,0.00002248,0.00000815
H021,Walnut,Juglans regia,A. Akhrot; B. Akhrot; G. Akhrot; H. Akhrot; Kan. Akrodu; Kash. Dhoon; Kh. Walnut; Mal. Akrottandi; M. Heijukha; Mar. Akhrod; N. Okhar; O. Akhoot; P. Akhrot; Tam. Akhrot; Tel. Akrot kaya; U. Akhrut.,Nuts and Oil Seeds,6,vegetarian eggetarian fishetarian veg,2809,3.56,1.72,0.0082367,64.27,0,5.39,10.14,14.92,14.973712,0.000122,0.216,0.12935,0.00674,0.0001,0.44056,1.001,10.03,1.14333,0.01148199,0,0.000385,0,0.00001447,0.003091,0.00088,0.00004631,0.00412,0.00008492,5.208,56.231,44.915,56.23095,0,11.316,44.915,8.71,36.205,11.276,0,0.03995,4.74,0.65,10.05,6.63,0,3.22,4.650564,3.958276,6.364872,0,0.0004,0.00012,0.00086,0.00084,0.0008,0.00001305,0.00005795,0.00004631,0,0,0.00265,0.0035,0.00043,0.00016,0.0001,0,0,0,0.00008492,0,0.0000217,0.0000023,0,0.00000494,0,0,0.00000953,0.00037,4.6e-7,0,0.105,0.000006,0.000009,0.00152,0.00321,0.000015,0,0.18,0.00347,0,0.00002,0.0003,0.4,0.457,0.00000653,0.00133,0.00294,1.1,0.36,1.76,0,0,0,0,0,0,0,0,3.661,1.502,0.04418,0,0,0,0.03995,11.168,0,0.108,0,0,36.205,0,8.71,0,0,0,0,0,0,0,0,0.349128,0.707208,1.025004,0.325256,0.108916,0.202912,0.657972,0.459536,0.155168,0.862376,0.811648,2.009724,1.518856,3.0586,0.82806,0.510264,0.975768,0.407316,0.03703,0.02731,0.00972,0.00333,0.01532,0,0.02459,0,0.279,0.08129,0.0001,0,0.00661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00123,0,0,0,0,0.00299,0.00136,0.125,0.00000953,0.00002894,0.00001447
I001,"Jaggery, cane",Saccharum officinarum,A. Gur; B. Gurh; G. God; H. Gud; Kan. Bella; Kash. Gor; Kh. Mithai Gur; Kon. Godd; Mal. Vellam; M. Chini Anganba; Mar. Gul; O. Guda; P. Gud; Tam. Mandavellam; Tel. Bellam; U. Gud.,Sugars,6,vegetarian eggetarian fishetarian veg,1480,11.2,1.92,0.00106545,0.16,0,0,84.87,1.85,1.51737,0.00001849,0.127,0,0.00004,0,0.15598,0,0,0.80991,0.005904,0.000005,0.002408,0,0,0.00102498,0,4.7e-7,0.00004,0,0.06923,0.05477,0.0331,0.05477,0,0.02167,0.0331,0,0.0331,0.02167,0,0,0,0,84.32,0,0,84.32,0.390165,0.165205,0.962,0,0.00004,0.00001,0.00002,0.00023,0.00071,5.8e-7,0.0000144,4.7e-7,0,0,0.00004,0,0,0,0,0,0,0,0,0,0.0000059,0,0,0,0,0,0,0.0024,0,0,0.107,0.000011,0.000006,0.00007,0.00463,0.000008,0.000005,0.115,0.00072,0,0,0.000017,0.07453,0.488,0,0.02538,0.00045,22.31,3.79,58.23,0,0,0,0,0,0,0,0,0.045,0.02423,0,0,0,0,0,0.02167,0,0,0,0,0.0331,0,0,0,0,0,0,0,0,0,0,0.03034,0.041995,0.054945,0.050505,0.00814,0.009065,0.08917,0.04033,0.010915,0.063825,0.083805,0.055685,0.57794,0.238465,0.05032,0.031635,0.06179,0.0185,0,0,0,0,0.00524,0.00331,0.03691,0.06069,0.04662,0.00321,0.00095,0,0.0005,0.00018,0.00063,0,0,0.00007,0.00015,0.00049,0,0,0,0.00776,0,0.00018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00006,0,0,0,0,0,0,0,0,0,0,0.0000059,0
